country_code,year,BANK,ATM,DEP,LOAN
BRA,2017,19.80034198912728,109.4871050436484,33.84390110423251,36.549566098381
BRA,2018,19.29325001582529,108.3109261776059,34.24249832847854,35.56607647010676
BRA,2019,19.03878180129628,117.6851835851127,34.19457126849247,35.56402007041112
BRA,2020,18.30725499503029,101.741914961975,45.31341147238152,41.38771080781282
BRA,2021,17.56153320135451,93.05986473269104,39.82514758269721,42.13530449041571
BRA,2022,16.92296315602775,73.02318189724413,39.20985429500293,42.47050150086332
BRA,2023,16.40364305450291,69.61462394302242,40.64468044803252,41.78125207875902
BRA,2024,15.83888011208443,66.36652238401034,40.95825537904004,41.14704724443083
BRA,2025,14.8727579164429,68.68981640727213,,
BRB,2010,19.11210615409818,37.76916216167022,83.73336550560926,55.48053599284809
